SEGMENTO;-;
NOME DA INSTITUICAO;-;
CNPJ;-;
PAIS;Todos;
UF;-;
MUNICIPIO;-;
;
CNPJ;NOME DA INSTITUICAO;ENDERECO;COMPLEMENTO;BAIRRO;CEP;MUNICIPIO;UF;PAIS;DDD;FONE;SITE NA WEB;SITUAÇÃO;
87779625;"COOPERATIVA DE CRÉDITO COOPERAÇÃO - SICREDI COOPERAÇÃO";"AV  ALTO JACUI  528";"SALA 101";"CENTRO";"99470000";"NAO-ME-TOQUE";"RS";"Brasil";-;-;-;"Autorizada em Atividade";
31804966;"COOPERATIVA DE CRÉDITO COOPERMAIS - SICOOB COOPERMAIS";"RUA HERMANN MIERTSCHINK, 90";-;"CENTRO";"29645126";"SANTA MARIA DE JETIBA";"ES";"Brasil";-;-;"https://www.sicoobes.com.br";"Autorizada em Atividade";
2814832;"COOPERATIVA DE CRÉDITO COOPHARMA";"AVENIDA DR. CHUCRI ZAIDAN, 296";"13º ANDAR SALA 108";"VILA CORDEIRO";"04583110";"SAO PAULO";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
18966739;"COOPERATIVA DE CRÉDITO COPERSUL LTDA - SICOOB COPERSUL";"RUA AMERICO MIARI";"36";"CENTRO";"37185068";"TRES PONTAS";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
19449602;"COOPERATIVA DE CRÉDITO CREDCOOPER LTDA - SICOOB CREDCOOPER";"PRACA GETULIO VARGAS";"82";"CENTRO";"35300034";"CARATINGA";"MG";"Brasil";-;-;"https://www.sicoob.com.br/web/sicoobcredcooper";"Autorizada em Atividade";
25353939;"COOPERATIVA DE CRÉDITO CREDIALP LTDA - SICOOB CREDIALP";"AVENIDA GOVERNADOR VALADARES";"626";"CENTRO";"37940000";"ALPINOPOLIS";"MG";"Brasil";-;-;"https://www.credialp.com.br";"Autorizada em Atividade";
66398496;"COOPERATIVA DE CRÉDITO CREDIARA LTDA - SICOOB CREDIARA";"RUA DOM BOSCO  133";-;"CENTRO";"38183228";"ARAXA";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
66259110;"COOPERATIVA DE CRÉDITO CREDIBAM LTDA. - SICOOB CREDIBAM";"AVENIDA ARMANDO FRANCO  155";-;"CENTRO";"38900000";"BAMBUI";"MG";"Brasil";-;-;"https://www.sicoobcredibam.com.br";"Autorizada em Atividade";
71237184;"COOPERATIVA DE CRÉDITO CREDIBELO LTDA. - SICOOB CREDIBELO";"RUA ARTUR BERNARDES 205";-;"CENTRO";"37270000";"CAMPO BELO";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
21670187;"COOPERATIVA DE CRÉDITO CREDIBOM LTDA. - SICOOB CREDIBOM";"AV DAS PALMEIRAS";"170";"CENTRO";"35630002";"BOM DESPACHO";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
25395435;"COOPERATIVA DE CRÉDITO CREDICAF LTDA - SICOOB CREDICAF";"RUA DR RUBENS BOECHAT DE OLIVEIRA";"310";"CENTRO";"36980000";"LAJINHA";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
1609345;"COOPERATIVA DE CRÉDITO CREDICAMPINA LTDA. - SICOOB CREDICAMPINA";"RUA 26  N  926";-;"CENTRO";"38270000";"CAMPINA VERDE";"MG";"Brasil";-;-;"https://www.sicoobcredicampina.com.br";"Autorizada em Atividade";
21661202;"COOPERATIVA DE CRÉDITO CREDICAMPO LTDA.- SICOOB CREDICAMPO";"AVENIDA MAJOR JUSCELINO";"925";"CENTRO";"35490000";"ENTRE RIOS DE MINAS";"MG";"Brasil";-;-;"https://www.sicoobcredicampo.com.br";"Autorizada em Atividade";
804046;"COOPERATIVA DE CRÉDITO CREDICAPI LTDA - SICOOB CREDICAPI";"PRACA PADRE JOAO MACHADO";"400";"CENTRO";"37930000";"CAPITOLIO";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
23949522;"COOPERATIVA DE CRÉDITO CREDICARPA LTDA. - SICOOB CREDICARPA";"RUA PREFEITO JOÃO LUIZ DE CARVALHO";"316";"CENTRO";"38840054";"CARMO DO PARANAIBA";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
53776852;"COOPERATIVA DE CRÉDITO CREDICENTRO";"AV. VALERIANO ALVAREZ, 21";-;"VILA XAVIER";"14810185";"ARARAQUARA";"SP";"Brasil";-;-;"https://www.credicentrosp.com.br";"Autorizada em Atividade";
67096909;"COOPERATIVA DE CRÉDITO CREDICOCAPEC";"AV  WILSON SABIO DE MELLO  2770";-;"DISTRITO INDUSTRIAL";"14406052";"FRANCA";"SP";"Brasil";-;-;"https://www.credicocapec.com.br";"Autorizada em Atividade";
41931221;"COOPERATIVA DE CRÉDITO CREDICOOP LTDA - SICOOB CREDICOOP";"RUA LACERDINO ROCHA";"167";"CENTRO";"35650000";"PITANGUI";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
38588174;"COOPERATIVA DE CRÉDITO CREDICOPE LTDA. - SICOOB CREDICOPE";"AV. JOAO SIQUEIRA";"109";"CENTRO";"35240045";"CONSELHEIRO PENA";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
68512748;"COOPERATIVA DE CRÉDITO CREDIESMERALDAS LTDA. - SICOOB CREDIESMERALDAS";"RUA ANA FELIPA  28";-;"CENTRO";"32800094";"ESMERALDAS";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
7469260;"COOPERATIVA DE CRÉDITO CREDIFIEMG LTDA. - SICOOB CREDIFIEMG";"AVENIDA DO CONTORNO  4520";"4  ANDAR";"FUNCIONARIOS";"30110916";"BELO HORIZONTE";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
41931445;"COOPERATIVA DE CRÉDITO CREDIFOR LTDA - SICOOB CREDIFOR";"AV  RIO BRANCO";"220";"CENTRO";"35570078";"FORMIGA";"MG";"Brasil";-;-;"https://www.sicoobcredifor.com.br";"Autorizada em Atividade";
67960229;"COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU";"RUA CONSELHEIRO ANTONIO PRADO  544";-;"CENTRO";"13690000";"DESCALVADO";"SP";"Brasil";-;-;"https://www.crediguacu.com.br";"Autorizada em Atividade";
71243034;"COOPERATIVA DE CRÉDITO CREDIJEQUITINHONHA LTDA. - SICOOB CREDIJEQUITINHONHA";"RUA CAPITAO DOMINGOS PIMENTA";"139";"CENTRO";"39680052";"CAPELINHA";"MG";"Brasil";-;-;"https://www.sicoob3046.com.br";"Autorizada em Atividade";
41697103;"COOPERATIVA DE CRÉDITO CREDILIVRE LTDA. - SICOOB CREDILIVRE";"RUA DOUTOR JOSE FERNANDES RODRIGUES  490";-;"CENTRO";"36900088";"MANHUACU";"MG";"Brasil";-;-;"https://www.sicoobcredilivre.com.br";"Autorizada em Atividade";
64480833;"COOPERATIVA DE CRÉDITO CREDIMAC LTDA - SICOOB CREDIMAC";"PRACA GOVERNADOR VALADARES, 142";-;"CENTRO";"35606000";"MARTINHO CAMPOS";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
1152097;"COOPERATIVA DE CRÉDITO CREDIMATA LTDA. - SICOOB CREDIMATA";"RUA ELIAS BOUHID";"38";"CENTRO";"36720000";"VOLTA GRANDE";"MG";"Brasil";-;-;"https://www.sicoobcredimata.com.br";"Autorizada em Atividade";
25420696;"COOPERATIVA DE CRÉDITO CREDINACIONAL LTDA. - SICOOB CREDINACIONAL";"AVENIDA DOUTOR GUIDO, 325";-;"CENTRO";"35620000";"ABAETE";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
21866694;"COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR";"RUA PIRES E ALBUQUERQUE";"540";"CENTRO";"39400057";"MONTES CLAROS";"MG";"Brasil";-;-;"https://www.sicoobcredinor.com.br";"Autorizada em Atividade";
64276058;"COOPERATIVA DE CRÉDITO CREDINORTE LTDA. - SICOOB CREDINORTE";"R PARACATU";"200";"CENTRO";"39860000";"NANUQUE";"MG";"Brasil";-;-;"https://www.sicoob.com.br/web/sicoobcredinortemg";"Autorizada em Atividade";
6324872;"COOPERATIVA DE CRÉDITO CREDINOSSO LTDA - SICOOB CREDINOSSO";"RUA DOUTOR SANTOS   61";-;"CENTRO";"39400001";"MONTES CLAROS";"MG";"Brasil";-;-;"https://www.sicoobcredinosso.com.br";"Autorizada em Atividade";
24048910;"COOPERATIVA DE CRÉDITO CREDINTER LTDA. - SICOOB CREDINTER";"PRACA CORONEL PAULA RIBEIRO 138";-;"CENTRO";"37810000";"GUARANESIA";"MG";"Brasil";-;-;"https://www.sicoobcredinter.com.br";"Autorizada em Atividade";
66262643;"COOPERATIVA DE CRÉDITO CREDIPEU LTDA.  - SICOOB CREDIPEU";"RUA GILBERTO CORDEIRO VALADARES  581";-;"CENTRO";"35640000";"POMPEU";"MG";"Brasil";-;-;"https://www.sicoobcredipeu.com.br";"Autorizada em Atividade";
42934794;"COOPERATIVA DE CRÉDITO CREDIPIMENTA LTDA. - SICOOB CREDIPIMENTA";"PRACA PADRE ESPINDOLA";"170";"CENTRO";"35585000";"PIMENTA";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
3412878;"COOPERATIVA DE CRÉDITO CREDIRAMA LTDA - SICOOB CREDIRAMA";"AV  BELO HORIZONTE  N  1 601";-;"CENTRO";"38280000";"ITURAMA";"MG";"Brasil";-;-;"https://www.sicoob.com.br/web/sicoobcredirama";"Autorizada em Atividade";
22753982;"COOPERATIVA DE CRÉDITO CREDISETE LTDA. - SICOOB CREDISETE";"PRACA BARAO DO RIO BRANCO  170";-;"CENTRO";"35700029";"SETE LAGOAS";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
3645752;"COOPERATIVA DE CRÉDITO CREDISG LTDA. - SICOOB CREDISG";"AVENIDA RUI BARBOSA";"163";"CENTRO";"38800000";"SAO GOTARDO";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
42887133;"COOPERATIVA DE CRÉDITO CREDISUCESSO LTDA.- SICOOB CREDISUCESSO";"PRACA BENJAMIM GUIMARAES";"109";"CENTRO";"37220000";"BOM SUCESSO";"MG";"Brasil";-;-;"https://www.sicoob.com.br/web/sicoobcredisucesso";"Autorizada em Atividade";
64237530;"COOPERATIVA DE CRÉDITO CREDIUNA LTDA - SICOOB CREDIUNA";"RUA SILVA JARDIM";"822";"UNIVERSITARIO";"35681159";"ITAUNA";"MG";"Brasil";-;-;"https://www.sicoobcrediuna.com.br";"Autorizada em Atividade";
25404542;"COOPERATIVA DE CRÉDITO CREDIVAG LTDA - SICOOB CREDIVAG";"AV. MANOEL ATHAIDE";"N- 713 - 1- ANDAR";"CENTRO";"39445051";"JANAUBA";"MG";"Brasil";-;-;"https://www.credivag.com.br";"Autorizada em Atividade";
25387655;"COOPERATIVA DE CRÉDITO CREDIVALE LTDA - SICOOB CREDIVALE";"RUA ANTÔNIO ALVES BENJAMIN";"241";"CENTRO";"39800021";"TEOFILO OTONI";"MG";"Brasil";-;-;"https://www.sicoobcredivale.com.br";"Autorizada em Atividade";
25798596;"COOPERATIVA DE CRÉDITO CREDIVAR LTDA. - SICOOB CREDIVAR";"RUA SILVIO COUGO";"680";"VILA PAIVA";"37018020";"VARGINHA";"MG";"Brasil";-;-;"https://www.sicoob.com.br/web/sicoobcredivar";"Autorizada em Atividade";
803287;"COOPERATIVA DE CRÉDITO CREDIVAZ LTDA. - SICOOB CREDIVAZ";"RUA ALVES ROSA 325";-;"CENTRO";"38780000";"VAZANTE";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
25528753;"COOPERATIVA DE CRÉDITO CREDIVERDE LTDA. - SICOOB CREDIVERDE";"RUA GOIAS";"1390";"CENTRO";"35500617";"DIVINOPOLIS";"MG";"Brasil";-;-;"https://www.crediverde.com.br";"Autorizada em Atividade";
22724710;"COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. - SICOOB CREDIVERTENTES";"RUA CARLOS PEREIRA";"100";"CENTRO";"36350000";"SAO TIAGO";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
25536764;"COOPERATIVA DE CRÉDITO CREDPLUS LTDA. - SICOOB CREDPLUS";"AVENIDA DOUTOR JOSAPHAT MACEDO";"292";"CENTRO";"35595000";"LUZ";"MG";"Brasil";-;-;"https://www.sicoob.com.br/web/sicoobcredplus";"Autorizada em Atividade";
2197569;"COOPERATIVA DE CRÉDITO CREDSAOPAULO - SICOOB CREDSAOPAULO";"RUA PEDRO DE TOLEDO  78";-;"VILA ADYANA";"12243740";"SAO JOSE DOS CAMPOS";"SP";"Brasil";-;-;"https://www.sicoobcredsaopaulo.coop.br/";"Autorizada em Atividade";
5203605;"COOPERATIVA DE CRÉDITO DA AMAZÔNIA - SICOOB AMAZÔNIA";"AV  AYRTON SENNA  1109";"SETOR 01  QUADRA 001  LOTE 006";"SETOR 01";"76880000";"BURITIS";"RO";"Brasil";-;-;-;"Autorizada em Atividade";
9512539;"COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ";"RUA NIVALDO DETOIE  72";-;"RESSACADA";"88307326";"ITAJAI";"SC";"Brasil";-;-;"https://www.credifoz.coop.br";"Autorizada em Atividade";
2405189;"COOPERATIVA DE CRÉDITO DA GRANDE FLORIANÓPOLIS - ÚNILOS";"RUA PROFESSOR AYRTON ROBERTO DE OLIVEIRA,N. 32";"SALA 601, EDIFÍCIO LAGUNA CORPORATE CENTER";"ITACORUBI";"88034050";"FLORIANOPOLIS";"SC";"Brasil";-;-;"https://www.unilos.coop.br";"Autorizada em Atividade";
22749014;"COOPERATIVA DE CRÉDITO DA REGIÃO CENTRAL DE MINAS LTDA. - SICOOB UNIÃO CENTRAL";"PRACA CEL CAETANO MASCARENHAS, 128";-;"CENTRO";"35774000";"PARAOPEBA";"MG";"Brasil";-;-;"https://www.sicoobuniaocentral.com.br";"Autorizada em Atividade";
10218474;"COOPERATIVA DE CRÉDITO DA REGIÃO DO CONTESTADO - CIVIA";"RUA JOÃO STROEBERL, N. 217";-;"RIO NEGRO";"89287440";"SAO BENTO DO SUL";"SC";"Brasil";-;-;"https://www.civia.coop.br";"Autorizada em Atividade";
86585049;"COOPERATIVA DE CRÉDITO DA REGIÃO DO VALE DO RIO GRANDE LTDA. - SICOOB CREDILEITE";"AV  LEOPOLDINO DE OLIVEIRA";"2771";"ABADIA";"38025025";"UBERABA";"MG";"Brasil";-;-;"https://www.sicoob.com.br/web/sicoobcredileite";"Autorizada em Atividade";
17361536;"COOPERATIVA DE CRÉDITO DA REGIÃO E COLAR METROPOLITANO DO VALE DO AÇO LTDA. - SICOOB COSMIPA";"R EDGARD BOY ROSSI N  70";-;"CENTRO";"35160015";"IPATINGA";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
5392810;"COOPERATIVA DE CRÉDITO DA REGIÃO MERIDIONAL DO BRASIL - SICOOB UNICOOB MERIDIONAL";"AVENIDA JOSÉ JOÃO MURARO 1587";-;"JARDIM PORTO ALEGRE";"85906370";"TOLEDO";"PR";"Brasil";-;-;-;"Autorizada em Atividade";
57987273;"COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS EMPREGADOS CELETISTAS DE COOPERATIVAS DOS ESTADOS DE SÃO PAULO E MINAS GERAIS - COCREUNI";"RUA AMÉRICO BRASILIENSE, 405";"3º ANDAR - SALAS 313 E 314 - EDIFÍCIO SANTA LYDIA";"CENTRO";"14015050";"RIBEIRAO PRETO";"SP";"Brasil";-;-;"https://www.cocreuni.com.br";"Autorizada em Atividade";
28435685;"COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS TRABALHADORES NAS EMPRESAS DE TECNOLOGIA E INFORMÁTICA DE BELO HORIZONTE E CIDADES LIMÍTROFES LTDA - COOPERINFOR";"RUA OURO PRETO  1668";"6  ANDAR";"SANTO AGOSTINHO";"30170048";"BELO HORIZONTE";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
4247370;"COOPERATIVA DE CRÉDITO DE EMPRESÁRIOS - SICOOB/TRANSCREDI";"RUA DO COMERCIO  207";-;"CENTRO";"89700085";"CONCORDIA";"SC";"Brasil";-;-;-;"Autorizada em Atividade";
8844074;"COOPERATIVA DE CRÉDITO DE ITAPETININGA - SICOOB CRED-ACI";"RUA MAJOR FONSECA  75";"SALA 01";"CENTRO";"18200022";"ITAPETININGA";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
19875244;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB COPESITA";"RUA VINTE DE NOVEMBRO";"N  110";"CENTRO";"35180020";"TIMOTEO";"MG";"Brasil";-;-;"https://www.sicoobcopesita.com.br";"Autorizada em Atividade";
4649337;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO BRMIL LTDA. - SICOOB BRMIL";"C 01 LOTE 09 10 LOJA 04 TAGUATINGA CENTRO";"TERREO ALA B";"TAGUATINGA";"72010010";"BRASILIA";"DF";"Brasil";-;-;"https://www.sicoobdfmil.coop.br";"Autorizada em Atividade";
5247312;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO BURITIS - SICOOB BURITIS";"RUA OTAVIO PITALUGA  N   2074";-;"CENTRO";"78700130";"RONDONOPOLIS";"MT";"Brasil";-;-;"https://www.sicoob.com.br/web/sicoobburitis/para-voce";"Autorizada em Atividade";
37395399;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.";"AVENIDA T 8  N  109";-;"SETOR MARISTA";"74150060";"GOIANIA";"GO";"Brasil";-;-;"https://www.unisicoob.com.br/unicentrobr/";"Autorizada em Atividade";
3102185;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO NORDESTE - SICOOB CENTRO NORDESTE";"RUA DAS TRINCHEIRAS 104";-;"CENTRO";"58011000";"JOAO PESSOA";"PB";"Brasil";-;-;-;"Autorizada em Atividade";
7502031;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO OESTE LTDA.";"AVENIDA GOIÁS, N. 329";-;"CENTRO";"76380100";"GOIANESIA";"GO";"Brasil";-;-;"https://www.sicoobemprecred.com.br";"Autorizada em Atividade";
952415;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDFAZ LTDA. - SICOOB CREDFAZ";"SCS  QUADRA 06  BLOCO A  N  172  LOJAS 187 E 197";"EDIFICIO JESSE FREIRE";"ASA SUL";"70306908";"BRASILIA";"DF";"Brasil";-;-;"https://www.credfaz.org.br";"Autorizada em Atividade";
2338666;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDIEMBRAPA LTDA - SICOOB.";"SRTV QUADRA 701 CONJUNTO E";"BLOCO 2/4 ED PALACIO DO RADIO II SALA 202 -ASA SUL";"ASA SUL";"70340902";"BRASILIA";"DF";"Brasil";-;-;"https://www.crediembrapa.com.br";"Autorizada em Atividade";
1667766;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDINOVA LTDA. - SICOOB CREDINOVA";"PRAcA TITO PINTO  63";-;"CENTRO";"35520069";"NOVA SERRANA";"MG";"Brasil";-;-;"https://www.sicoobcredinova.com.br";"Autorizada em Atividade";
10209619;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA GRANDE GOIÂNIA LTDA.";"RUA 1126, NÚMERO 106";"QUADRA 230 LOTE 01";"SETOR MARISTA";"74175050";"GOIANIA";"GO";"Brasil";-;-;"https://www.sicoobcrediadag.com.br";"Autorizada em Atividade";
14046512;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA MARGEM ESQUERDA DO URUCUIA E SÃO FRANCISCO LTDA - SICOOB CREDICHAPADA";"AV  GETULIO VARGAS  330";-;"CENTRO";"39314000";"CHAPADA GAUCHA";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
11907520;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA - SICOOB PARAÍBA";"RUA PRESIDENTE EPITACIO PESSOA  221";"LOJA B";"CENTRO";"58400025";"CAMPINA GRANDE";"PB";"Brasil";-;-;-;"Autorizada em Atividade";
2144899;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL DE RONDÔNIA   SICOOB OUROCREDI";"AVENIDA XV DE NOVEMBRO  140";-;"JARDIM TROPICAL";"76920000";"OURO PRETO DO OESTE";"RO";"Brasil";-;-;"https://www.sicoobourocredi.combr";"Autorizada em Atividade";
1736516;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED";"RUA RINALDO MARTINS BRAGA  201";-;"JARDIM BRASILIA";"35502059";"DIVINOPOLIS";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
25387713;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE  PARÁ DE MINAS LTDA - SICOOB CREDIRURAL";"R  BENEDITO VALADARES";"535";"CENTRO";"35660630";"PARA DE MINAS";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
71419600;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL";"PRACA DA MATRIZ";"80";"CENTRO";"38200088";"FRUTAL";"MG";"Brasil";-;-;"https://www.sicoobfrutal.com.br";"Autorizada em Atividade";
1699652;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUAXUPÉ LTDA. - SICOOB ACICREDI";"AVENIDA CONDE RIBEIRO DO VALLE  284";-;"CENTRO";"37830024";"GUAXUPE";"MG";"Brasil";-;-;"https://www.sicoob.com.br/web/sicoobacicredi";"Autorizada em Atividade";
1657678;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE SÃO SEBASTIÃO DO PARAÍSO LTDA. - SICOOB PARAÍSOCRED";"RUA DR. PLACIDINO BRIGAGÃO, 1212";-;"CENTRO";"37950360";"SAO SEBASTIAO DO PARAISO";"MG";"Brasil";-;-;"https://www.sicoob.com.br/web/sicoobparaisocred";"Autorizada em Atividade";
2232383;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC";"AVENIDA PRESIDENTE TANCREDO NEVES 223";"PREDIO";"CENTRO";"35530000";"CLAUDIO";"MG";"Brasil";-;-;"https://www.sicoob.com.br/web/sicoobcopermec";"Autorizada em Atividade";
5158093;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO LESTE DA BACIA DO RIO DOCE LTDA   SICOOB CREDILESTE";"AV OLEGARIO MACIEL, 54";-;"CENTRO";"35300365";"CARATINGA";"MG";"Brasil";-;-;"https://www.sicoob.com.br/web/sicoobcredileste";"Autorizada em Atividade";
7599206;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA.";"AV D, 314";"QD E 10 LT 51";"SETOR OESTE";"74140160";"GOIANIA";"GO";"Brasil";-;-;"https://www.secovicred.com.br";"Autorizada em Atividade";
26191078;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO SUL DO MARANHÃO - SICREDI SUL DO MARANHÃO";"AVENIDA DORGIVAL PINHEIRO DE SOUSA 900";-;"CENTRO";"65903270";"IMPERATRIZ";"MA";"Brasil";-;-;-;"Autorizada em Atividade";
1060307;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA. - SICOOB UNIÃO DOS VALES";"PC DR  DURVAL GROSSI  35";-;"CENTRO";"35350000";"RAUL SOARES";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
2335109;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA";"RUA DOUTOR ANTONIO CARLOS SOBRAL  162";-;"CENTRO";"36770044";"CATAGUASES";"MG";"Brasil";-;-;"https://www.sicoobcoopemata.com.br";"Autorizada em Atividade";
1739375;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE  LAGOA DA PRATA E REGIÃO LTDA.   SICOOB LAGOACRED GERAIS";"AVENIDA BENEDITO VALADARES 800";-;"CENTRO";"35590000";"LAGOA DA PRATA";"MG";"Brasil";-;-;"https://www.sicoob.com.br/web/sicooblagoacred";"Autorizada em Atividade";
33615055;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ANÁPOLIS E REGIÃO LTDA";"AV PRESIDENTE JOSE SARNEY   N  36";"QUADRA 27 LOTE 36";"SETOR JAMIL MIGUEL";"75124820";"ANAPOLIS";"GO";"Brasil";-;-;-;"Autorizada em Atividade";
71230338;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARCOS LTDA. - SICOOB ARCOMCREDI";"AVENIDA MAGALHAES PINTO  233";-;"CENTRO";"35598003";"ARCOS";"MG";"Brasil";-;-;"https://www.sicoob.com.br/web/sicoobarcomcredi";"Autorizada em Atividade";
694389;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS";"RUA ANACLETO DA SILVA ORTIZ  282";-;"CENTRO";"88570000";"SAO JOSE DO CERRITO";"SC";"Brasil";-;-;-;"Autorizada em Atividade";
73326449;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CRUZ ALTA";"RUA GENERALJOAO CAMARA, 207";-;"CENTRO";"98005170";"CRUZ ALTA";"RS";"Brasil";-;-;-;"Autorizada em Atividade";
78825270;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO";"AVENIDA GETULIO DORNELES VARGAS  2553N";-;"PASSO DOS FORTES";"89805001";"CHAPECO";"SC";"Brasil";-;-;"https://www.maxicredito.coop.br";"Autorizada em Atividade";
78858107;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE -  SICOOB - CREDIAL SC/RS";"RUA ESPIRITO SANTO 753";-;"CENTRO";"89890000";"CUNHA PORA";"SC";"Brasil";-;-;-;"Autorizada em Atividade";
2254376;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE DORES DO INDAIÁ LTDA - SICOOB COOPCREDI";"AV  FRANCISCO CAMPOS 707";-;"CENTRO";"35610000";"DORES DO INDAIA";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
78840071;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO URUGUAI CATARINENSE - SICOOB CREDIAUC";"RUA DR  MARURI  1242";-;"CENTRO";"89700168";"CONCORDIA";"SC";"Brasil";-;-;-;"Autorizada em Atividade";
80959638;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MEIO OESTE CATARINENSE - SICOOB CREDIMOC SC";"AVENIDA  BRASIL  N  171";-;"CENTRO";"89820000";"XANXERE";"SC";"Brasil";-;-;"https://www.sicoob.com.br";"Autorizada em Atividade";
1389651;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS";"RUA NEREU RAMOS  N  2 549";-;"CENTRO";"89370000";"PAPANDUVA";"SC";"Brasil";-;-;-;"Autorizada em Atividade";
